project_id,project_name,project_type,country,state,district,land_area,land_type,land_price_per_acre,number_of_owners,compensation_status,compensation_percentage,legal_disputes,land_possession_status,land_possession_percentage,rehabilitation_status,rehabilitation_percentage,risk_score,delay_probability,risk_category,latitude,longitude
LAP-0482,Deccan National Highway Project 482,National Highway,India,Karnataka,Mysuru,207.28,Agricultural,2500000.00,355,In Progress,50.77,9,Not Possessed,27.33,In Progress,38.48,96.81,0.80,High,12.198539,76.686875
LAP-0483,Samriddhi National Highway Project 483,National Highway,India,Maharashtra,Nagpur,418.68,Agricultural,2500000.00,688,In Progress,41.51,3,Partially Possessed,55.83,In Progress,69.44,51.73,0.55,Medium,21.101709,78.931544
LAP-0484,National Logistics Park Project 484,Logistics Park,India,Tamil Nadu,Coimbatore,184.46,Industrial,2500000.00,297,In Progress,63.17,2,Partially Possessed,54.36,In Progress,80.78,40.37,0.39,Medium,10.820871,77.084529
LAP-0485,National Transmission Line Project 485,Transmission Line,India,Madhya Pradesh,Indore,85.85,Barren,2500000.00,149,In Progress,76.36,2,Partially Possessed,63.93,In Progress,44.19,46.32,0.39,Medium,22.922255,75.890878
LAP-0486,Coastal Railway Corridor Project 486,Railway Corridor,India,Maharashtra,Nagpur,247.06,Residential,2500000.00,391,In Progress,66.98,2,Partially Possessed,73.50,Completed,95.97,24.70,0.40,Low,21.393327,79.014902
LAP-0487,National Metro Rail Project 487,Metro Rail,India,Uttar Pradesh,Gautam Buddha Nagar,123.11,Residential,2500000.00,224,In Progress,65.47,5,Partially Possessed,60.36,In Progress,74.17,55.95,0.49,Medium,28.669414,77.132956
LAP-0488,Samriddhi National Highway Project 488,National Highway,India,Madhya Pradesh,Bhopal,376.02,Agricultural,2500000.00,632,In Progress,57.83,4,Partially Possessed,73.53,In Progress,85.32,48.80,0.47,Medium,23.498159,77.274897
LAP-0489,Greenfield Solar Park Project 489,Solar Park,India,Odisha,Kalahandi,96.39,Agricultural,2500000.00,181,In Progress,62.63,2,Partially Possessed,79.32,In Progress,43.21,34.93,0.30,Medium,19.913194,83.355466
LAP-0490,Frontier Solar Park Project 490,Solar Park,India,Gujarat,Kutch,183.78,Agricultural,2500000.00,305,In Progress,90.21,1,Partially Possessed,74.75,In Progress,82.28,22.45,0.26,Low,23.803611,70.039894
LAP-0491,River National Highway Project 491,National Highway,India,Karnataka,Mysuru,202.52,Agricultural,2500000.00,340,Not Started,30.40,7,Partially Possessed,54.66,In Progress,35.52,83.15,0.69,High,12.426341,76.577888
LAP-0492,Samriddhi National Highway Project 492,National Highway,India,Bihar,Gaya,553.26,Agricultural,2500000.00,989,In Progress,65.84,3,Partially Possessed,53.81,In Progress,77.53,44.14,0.64,Medium,24.722618,85.008839
LAP-0493,Frontier Solar Park Project 493,Solar Park,India,Maharashtra,Nashik,105.88,Agricultural,2500000.00,179,In Progress,78.82,2,Partially Possessed,68.81,In Progress,76.14,29.31,0.38,Low,19.987091,73.713397
LAP-0494,Samriddhi Solar Park Project 494,Solar Park,India,Rajasthan,Udaipur,84.43,Agricultural,2500000.00,138,In Progress,57.61,5,Partially Possessed,53.82,In Progress,60.94,57.16,0.56,Medium,24.627489,73.801225
LAP-0495,River Solar Park Project 495,Solar Park,India,Bihar,Muzaffarpur,267.03,Agricultural,2500000.00,457,Completed,96.07,1,Partially Possessed,90.66,In Progress,79.59,17.51,0.29,Low,25.877914,85.542039
LAP-0496,Samriddhi Transmission Line Project 496,Transmission Line,India,Gujarat,Surat,279.62,Barren,2500000.00,517,In Progress,56.84,5,Partially Possessed,48.19,In Progress,78.04,58.21,0.58,Medium,20.952740,72.725260
LAP-0497,River Solar Park Project 497,Solar Park,India,Karnataka,Bengaluru Urban,145.23,Agricultural,2500000.00,236,In Progress,88.98,5,Partially Possessed,83.05,In Progress,49.12,51.86,0.45,Medium,12.865214,77.634541
LAP-0498,National Logistics Park Project 498,Logistics Park,India,Madhya Pradesh,Bhopal,58.02,Industrial,2500000.00,93,In Progress,51.01,3,Partially Possessed,41.52,Not Started,23.50,60.36,0.56,High,23.285821,77.578397
LAP-0499,Greenfield Solar Park Project 499,Solar Park,India,Karnataka,Bengaluru Urban,123.42,Agricultural,2500000.00,215,In Progress,86.19,1,Partially Possessed,80.07,In Progress,91.55,27.33,0.37,Low,12.764449,77.619577
LAP-0500,Samriddhi Solar Park Project 500,Solar Park,India,Madhya Pradesh,Bhopal,48.90,Agricultural,2500000.00,88,In Progress,70.63,4,Partially Possessed,53.58,In Progress,65.82,45.13,0.42,Medium,23.349620,77.322481
LAP-0501,Eastern Logistics Park Project 501,Logistics Park,India,Gujarat,Ahmedabad,99.46,Industrial,2500000.00,153,In Progress,84.68,3,Partially Possessed,79.38,In Progress,92.54,34.81,0.33,Medium,23.114219,72.600321
LAP-0502,Greenfield Logistics Park Project 502,Logistics Park,India,Uttar Pradesh,Prayagraj,121.15,Industrial,2500000.00,220,In Progress,80.84,2,Partially Possessed,82.47,In Progress,76.29,42.65,0.41,Medium,25.458586,81.843117
LAP-0503,Eastern Solar Park Project 503,Solar Park,India,Rajasthan,Kota,98.88,Agricultural,2500000.00,166,In Progress,74.64,2,Partially Possessed,63.14,In Progress,68.32,33.67,0.41,Medium,25.158362,75.855842
LAP-0504,Eastern Airport Expansion Project 504,Airport Expansion,India,Odisha,Khordha,42.02,Commercial,2500000.00,76,In Progress,49.51,7,Partially Possessed,47.80,In Progress,37.52,80.16,0.89,High,20.032990,85.737989
LAP-0505,Coastal Industrial Corridor Project 505,Industrial Corridor,India,Odisha,Khordha,51.34,Industrial,2500000.00,87,In Progress,61.24,2,Partially Possessed,62.46,In Progress,67.22,50.96,0.47,Medium,20.196613,85.985668
LAP-0506,Samriddhi Solar Park Project 506,Solar Park,India,Bihar,Patna,79.42,Agricultural,2500000.00,128,In Progress,42.26,4,Partially Possessed,39.01,In Progress,52.33,62.96,0.71,High,25.464394,85.111392
LAP-0507,Regional Metro Rail Project 507,Metro Rail,India,Tamil Nadu,Tiruchirappalli,118.07,Residential,2500000.00,186,In Progress,38.37,7,Partially Possessed,62.31,In Progress,39.01,88.51,0.73,High,10.569271,78.543302
LAP-0508,Frontier Metro Rail Project 508,Metro Rail,India,Rajasthan,Udaipur,57.23,Residential,2500000.00,94,In Progress,68.37,3,Partially Possessed,53.22,In Progress,58.13,61.34,0.50,High,24.510684,73.361421
LAP-0509,Eastern National Highway Project 509,National Highway,India,Bihar,Gaya,273.33,Agricultural,2500000.00,468,In Progress,80.70,2,Partially Possessed,78.21,In Progress,88.23,38.55,0.39,Medium,24.883690,84.817562
LAP-0510,Greenfield Irrigation Canal Project 510,Irrigation Canal,India,Karnataka,Belagavi,18.09,Agricultural,2500000.00,36,In Progress,51.52,3,Partially Possessed,51.14,In Progress,59.68,49.28,0.57,Medium,15.668863,74.668599
LAP-0511,Regional Transmission Line Project 511,Transmission Line,India,Odisha,Sundargarh,21.89,Barren,2500000.00,27,In Progress,54.04,7,Partially Possessed,50.50,Not Started,7.07,81.76,0.76,High,22.007444,83.833739
LAP-0512,Coastal Industrial Corridor Project 512,Industrial Corridor,India,Uttar Pradesh,Lucknow,265.80,Industrial,2500000.00,463,In Progress,94.07,5,Partially Possessed,92.14,In Progress,88.28,43.44,0.56,Medium,26.980663,81.031727
LAP-0513,Bharat Railway Corridor Project 513,Railway Corridor,India,Uttar Pradesh,Prayagraj,268.28,Residential,2500000.00,466,In Progress,73.41,4,Partially Possessed,67.56,In Progress,51.89,44.75,0.45,Medium,25.621512,81.912247
LAP-0514,Bharat Railway Corridor Project 514,Railway Corridor,India,Karnataka,Belagavi,179.10,Residential,2500000.00,318,In Progress,40.56,4,Partially Possessed,48.59,In Progress,54.56,61.24,0.57,High,15.867858,74.570060
LAP-0515,Greenfield Logistics Park Project 515,Logistics Park,India,Rajasthan,Jaipur,187.46,Industrial,2500000.00,333,In Progress,77.33,2,Partially Possessed,67.92,In Progress,55.27,39.84,0.48,Medium,27.062882,75.654726
LAP-0516,National Logistics Park Project 516,Logistics Park,India,Uttar Pradesh,Lucknow,102.51,Industrial,2500000.00,185,Completed,97.87,3,Partially Possessed,75.97,In Progress,81.65,37.97,0.30,Medium,26.807813,80.912490
LAP-0517,Bharat Industrial Corridor Project 517,Industrial Corridor,India,Bihar,Patna,234.25,Industrial,2500000.00,386,In Progress,84.41,3,Partially Possessed,71.25,In Progress,74.55,38.40,0.33,Medium,25.661178,85.166307
LAP-0518,Greenfield National Highway Project 518,National Highway,India,Gujarat,Ahmedabad,61.06,Agricultural,2500000.00,123,In Progress,64.94,2,Partially Possessed,59.11,In Progress,79.44,36.21,0.35,Medium,22.810299,72.457285
LAP-0519,Regional Transmission Line Project 519,Transmission Line,India,Madhya Pradesh,Dhar,238.08,Barren,2500000.00,386,In Progress,76.61,2,Partially Possessed,63.32,In Progress,77.19,30.80,0.57,Medium,22.443473,75.403265
LAP-0520,Eastern Metro Rail Project 520,Metro Rail,India,Karnataka,Bengaluru Urban,109.12,Residential,2500000.00,212,In Progress,68.30,3,Partially Possessed,58.99,In Progress,58.72,53.04,0.54,Medium,13.009362,77.515456
LAP-0521,Regional Airport Expansion Project 521,Airport Expansion,India,Rajasthan,Jaipur,475.00,Commercial,2500000.00,839,In Progress,69.60,4,Partially Possessed,61.36,In Progress,71.86,53.64,0.65,Medium,26.932037,75.772916
LAP-0522,Deccan Airport Expansion Project 522,Airport Expansion,India,Odisha,Kalahandi,53.75,Commercial,2500000.00,113,In Progress,40.17,3,Partially Possessed,46.35,In Progress,59.06,78.16,0.80,High,19.955356,83.019326
LAP-0523,River Logistics Park Project 523,Logistics Park,India,Gujarat,Kutch,169.48,Industrial,2500000.00,296,In Progress,92.10,0,Partially Possessed,92.47,Completed,100.00,16.64,0.28,Low,23.817450,69.700448
LAP-0524,River Transmission Line Project 524,Transmission Line,India,Karnataka,Belagavi,145.48,Barren,2500000.00,250,In Progress,59.08,4,Partially Possessed,48.46,In Progress,44.17,70.20,0.77,High,15.868367,74.625062
LAP-0525,River Metro Rail Project 525,Metro Rail,India,Tamil Nadu,Coimbatore,149.84,Residential,2500000.00,245,In Progress,82.04,0,Partially Possessed,64.12,In Progress,61.15,34.94,0.45,Medium,11.153444,76.833541
LAP-0526,Regional Logistics Park Project 526,Logistics Park,India,Gujarat,Surat,54.30,Industrial,2500000.00,89,In Progress,64.36,5,Partially Possessed,47.45,In Progress,49.51,63.13,0.56,High,21.288556,72.665193
LAP-0527,Samriddhi Solar Park Project 527,Solar Park,India,Rajasthan,Jaipur,290.15,Agricultural,2500000.00,519,In Progress,64.37,2,Partially Possessed,69.44,In Progress,78.00,36.21,0.49,Medium,26.820927,75.778375
LAP-0528,Frontier Airport Expansion Project 528,Airport Expansion,India,Tamil Nadu,Chengalpattu,552.97,Commercial,2500000.00,923,In Progress,72.48,4,Partially Possessed,85.23,In Progress,74.90,50.56,0.60,Medium,12.826511,79.965477
LAP-0529,Greenfield Industrial Corridor Project 529,Industrial Corridor,India,Odisha,Sundargarh,65.85,Industrial,2500000.00,112,Not Started,20.34,6,Partially Possessed,36.49,Not Started,25.41,100.00,0.88,High,22.166558,83.860322
LAP-0530,Samriddhi Industrial Corridor Project 530,Industrial Corridor,India,Rajasthan,Udaipur,127.79,Industrial,2500000.00,214,In Progress,75.47,5,Partially Possessed,76.88,In Progress,59.98,61.29,0.69,High,24.425578,73.811037
LAP-0531,River National Highway Project 531,National Highway,India,Telangana,Nalgonda,524.61,Agricultural,2500000.00,898,In Progress,77.04,5,Partially Possessed,91.27,In Progress,81.86,45.81,0.42,Medium,17.100859,79.340909
LAP-0532,Deccan Logistics Park Project 532,Logistics Park,India,Karnataka,Mysuru,101.94,Industrial,2500000.00,170,In Progress,54.66,5,Partially Possessed,63.36,In Progress,69.75,69.46,0.46,High,12.365876,76.447500
LAP-0533,Frontier Transmission Line Project 533,Transmission Line,India,Madhya Pradesh,Dhar,175.77,Barren,2500000.00,286,In Progress,63.24,9,Partially Possessed,86.34,In Progress,63.73,65.23,0.69,High,22.799448,75.216243
LAP-0534,Samriddhi Solar Park Project 534,Solar Park,India,Karnataka,Mysuru,197.87,Agricultural,2500000.00,334,In Progress,41.97,6,Not Possessed,30.94,Not Started,22.49,85.53,0.82,High,12.325486,76.603176
LAP-0535,Deccan Logistics Park Project 535,Logistics Park,India,Odisha,Khordha,33.74,Industrial,2500000.00,61,In Progress,67.16,2,Partially Possessed,63.83,In Progress,84.38,40.38,0.29,Medium,20.114248,85.823332
LAP-0536,River National Highway Project 536,National Highway,India,Karnataka,Mysuru,333.27,Agricultural,2500000.00,573,In Progress,56.59,2,Partially Possessed,48.75,In Progress,50.20,46.57,0.41,Medium,12.210817,76.699939
LAP-0537,Frontier Logistics Park Project 537,Logistics Park,India,Karnataka,Bengaluru Urban,561.66,Industrial,2500000.00,945,In Progress,58.65,2,Partially Possessed,62.04,In Progress,67.33,53.96,0.52,Medium,13.134210,77.458827
LAP-0538,Bharat Irrigation Canal Project 538,Irrigation Canal,India,Karnataka,Mysuru,201.76,Agricultural,2500000.00,360,In Progress,54.83,5,Partially Possessed,51.32,In Progress,51.96,69.94,0.55,High,12.331557,76.522095
LAP-0539,Frontier Railway Corridor Project 539,Railway Corridor,India,Odisha,Khordha,370.41,Residential,2500000.00,614,In Progress,50.28,9,Partially Possessed,37.57,In Progress,59.05,89.53,0.83,High,20.269035,85.703086
LAP-0540,Greenfield Industrial Corridor Project 540,Industrial Corridor,India,Telangana,Warangal,353.41,Industrial,2500000.00,566,In Progress,65.08,3,Partially Possessed,64.66,In Progress,65.26,56.51,0.61,Medium,17.778678,79.566885
LAP-0541,Regional Transmission Line Project 541,Transmission Line,India,Uttar Pradesh,Prayagraj,300.80,Barren,2500000.00,542,In Progress,79.03,2,Partially Possessed,74.31,In Progress,80.33,35.38,0.44,Medium,25.463241,82.040114
LAP-0542,Samriddhi Irrigation Canal Project 542,Irrigation Canal,India,Uttar Pradesh,Gautam Buddha Nagar,124.44,Agricultural,2500000.00,210,In Progress,71.60,1,Partially Possessed,74.82,In Progress,70.55,29.43,0.27,Low,28.590131,77.618387
LAP-0543,Frontier Transmission Line Project 543,Transmission Line,India,Odisha,Kalahandi,147.63,Barren,2500000.00,253,In Progress,71.32,4,Partially Possessed,69.85,In Progress,64.83,62.34,0.59,High,19.871864,83.186898
LAP-0544,Coastal Irrigation Canal Project 544,Irrigation Canal,India,Gujarat,Surat,180.91,Agricultural,2500000.00,309,In Progress,59.49,4,Partially Possessed,53.33,In Progress,45.23,60.07,0.71,High,21.232990,72.874314
LAP-0545,Regional Industrial Corridor Project 545,Industrial Corridor,India,Telangana,Warangal,171.59,Industrial,2500000.00,278,Not Started,9.57,10,Not Possessed,32.86,In Progress,37.50,100.00,0.95,High,17.950528,79.524755
LAP-0546,Greenfield National Highway Project 546,National Highway,India,Tamil Nadu,Chengalpattu,685.73,Agricultural,2500000.00,1225,In Progress,53.09,5,Not Possessed,30.28,In Progress,52.62,58.93,0.44,Medium,12.765417,80.146373
LAP-0547,Coastal Railway Corridor Project 547,Railway Corridor,India,Karnataka,Mysuru,157.29,Residential,2500000.00,282,In Progress,67.84,4,Partially Possessed,78.88,In Progress,74.35,44.02,0.30,Medium,12.079883,76.322885
LAP-0548,Frontier National Highway Project 548,National Highway,India,Madhya Pradesh,Indore,68.87,Agricultural,2500000.00,105,Not Started,26.44,7,Partially Possessed,37.07,In Progress,43.50,87.61,0.81,High,23.010013,75.993139
LAP-0549,Deccan Airport Expansion Project 549,Airport Expansion,India,Tamil Nadu,Tiruchirappalli,192.30,Commercial,2500000.00,302,In Progress,61.29,4,Partially Possessed,64.49,In Progress,42.63,64.60,0.54,High,10.851189,78.611216
LAP-0550,Regional Metro Rail Project 550,Metro Rail,India,Bihar,Gaya,92.42,Residential,2500000.00,137,In Progress,50.82,3,Partially Possessed,77.92,In Progress,57.23,50.87,0.33,Medium,24.705659,85.028652
LAP-0551,Samriddhi Transmission Line Project 551,Transmission Line,India,Bihar,Gaya,345.05,Barren,2500000.00,590,In Progress,68.27,7,Partially Possessed,68.05,In Progress,51.92,62.63,0.78,High,24.705844,85.184891
LAP-0552,Regional Airport Expansion Project 552,Airport Expansion,India,Bihar,Patna,354.36,Commercial,2500000.00,599,In Progress,55.65,3,Partially Possessed,50.12,In Progress,52.21,65.76,0.52,High,25.584107,84.926641
LAP-0553,Eastern Airport Expansion Project 553,Airport Expansion,India,Karnataka,Belagavi,377.81,Commercial,2500000.00,659,In Progress,41.93,7,Partially Possessed,50.07,In Progress,60.06,83.04,0.95,High,15.714049,74.494497
LAP-0554,Samriddhi Industrial Corridor Project 554,Industrial Corridor,India,Odisha,Khordha,87.01,Industrial,2500000.00,145,In Progress,49.43,6,Partially Possessed,38.14,In Progress,56.51,77.54,0.69,High,20.314380,85.880015
LAP-0555,National Metro Rail Project 555,Metro Rail,India,Tamil Nadu,Coimbatore,67.94,Residential,2500000.00,105,In Progress,92.31,0,Partially Possessed,71.40,In Progress,84.54,34.87,0.37,Medium,10.972561,76.930441
LAP-0556,Deccan Airport Expansion Project 556,Airport Expansion,India,Telangana,Warangal,179.77,Commercial,2500000.00,284,In Progress,86.94,0,Possessed,99.02,Completed,100.00,21.51,0.34,Low,18.056516,79.567799
LAP-0557,Regional Airport Expansion Project 557,Airport Expansion,India,Karnataka,Mysuru,745.03,Commercial,2500000.00,1302,In Progress,92.27,2,Partially Possessed,74.72,In Progress,92.73,30.01,0.44,Medium,12.135072,76.548100
LAP-0558,Eastern Irrigation Canal Project 558,Irrigation Canal,India,Karnataka,Mysuru,555.99,Agricultural,2500000.00,962,In Progress,75.73,1,Partially Possessed,71.94,In Progress,64.84,28.42,0.26,Low,12.459931,76.824880
LAP-0559,Deccan Airport Expansion Project 559,Airport Expansion,India,Maharashtra,Pune,123.61,Commercial,2500000.00,235,In Progress,77.46,1,Partially Possessed,68.83,In Progress,74.61,35.91,0.53,Medium,18.525820,73.910620
LAP-0560,Coastal Transmission Line Project 560,Transmission Line,India,Madhya Pradesh,Indore,231.31,Barren,2500000.00,390,In Progress,75.16,0,Partially Possessed,79.76,Completed,95.01,22.25,0.27,Low,22.490300,75.818726
LAP-0561,Regional Railway Corridor Project 561,Railway Corridor,India,Gujarat,Kutch,225.38,Residential,2500000.00,368,In Progress,59.31,0,Partially Possessed,77.14,In Progress,64.41,35.31,0.47,Medium,23.736066,69.887338
LAP-0562,Eastern Irrigation Canal Project 562,Irrigation Canal,India,Telangana,Warangal,324.66,Agricultural,2500000.00,564,Not Started,12.62,11,Not Possessed,33.29,Not Started,29.78,100.00,0.82,High,18.144870,79.651735
LAP-0563,Samriddhi Logistics Park Project 563,Logistics Park,India,Rajasthan,Kota,465.26,Industrial,2500000.00,801,In Progress,38.76,6,Not Possessed,31.79,Not Started,33.42,79.51,0.88,High,25.286431,75.612881
LAP-0564,Bharat National Highway Project 564,National Highway,India,Madhya Pradesh,Dhar,283.63,Agricultural,2500000.00,486,In Progress,49.54,4,Partially Possessed,42.70,In Progress,45.08,59.64,0.68,Medium,22.395182,75.383159
LAP-0565,National Solar Park Project 565,Solar Park,India,Bihar,Gaya,268.24,Agricultural,2500000.00,442,In Progress,56.54,2,Partially Possessed,50.78,In Progress,52.73,51.41,0.43,Medium,24.875695,84.817685
LAP-0566,Greenfield Railway Corridor Project 566,Railway Corridor,India,Tamil Nadu,Tiruchirappalli,190.66,Residential,2500000.00,336,In Progress,78.18,6,Partially Possessed,65.61,In Progress,70.39,51.01,0.33,Medium,10.788498,78.748646
LAP-0567,Coastal Irrigation Canal Project 567,Irrigation Canal,India,Karnataka,Belagavi,84.98,Agricultural,2500000.00,140,In Progress,42.57,4,Partially Possessed,38.56,In Progress,60.20,62.74,0.68,High,16.048062,74.588782
LAP-0568,Bharat Railway Corridor Project 568,Railway Corridor,India,Madhya Pradesh,Dhar,1093.41,Residential,2500000.00,1773,In Progress,80.12,4,Partially Possessed,63.17,In Progress,61.45,57.47,0.34,Medium,22.688571,75.415875
LAP-0569,Coastal National Highway Project 569,National Highway,India,Odisha,Kalahandi,161.36,Agricultural,2500000.00,250,In Progress,48.05,2,Partially Possessed,41.51,In Progress,57.92,59.05,0.63,Medium,19.985204,83.089025
LAP-0570,Deccan Transmission Line Project 570,Transmission Line,India,Uttar Pradesh,Lucknow,188.47,Barren,2500000.00,344,Not Started,16.32,7,Not Possessed,34.02,In Progress,43.66,84.18,0.79,High,26.907134,81.085643
LAP-0571,Deccan Metro Rail Project 571,Metro Rail,India,Bihar,Patna,356.35,Residential,2500000.00,577,In Progress,47.11,9,Partially Possessed,67.73,In Progress,55.34,88.67,0.78,High,25.724445,84.991131
LAP-0572,Greenfield Solar Park Project 572,Solar Park,India,Karnataka,Mysuru,305.15,Agricultural,2500000.00,515,In Progress,73.04,6,Partially Possessed,60.85,In Progress,92.75,40.80,0.35,Medium,12.207386,76.485360
LAP-0573,Greenfield National Highway Project 573,National Highway,India,Uttar Pradesh,Gautam Buddha Nagar,228.33,Agricultural,2500000.00,413,In Progress,74.75,2,Partially Possessed,81.99,Completed,100.00,32.36,0.50,Medium,28.490493,77.467425
LAP-0574,Eastern Transmission Line Project 574,Transmission Line,India,Uttar Pradesh,Prayagraj,117.19,Barren,2500000.00,186,In Progress,56.69,5,Partially Possessed,53.66,In Progress,65.12,50.43,0.50,Medium,25.523424,81.838087
LAP-0575,National Railway Corridor Project 575,Railway Corridor,India,Tamil Nadu,Coimbatore,96.83,Residential,2500000.00,159,In Progress,62.10,3,Partially Possessed,40.50,In Progress,43.45,60.56,0.53,High,11.077547,77.020929
LAP-0576,Eastern National Highway Project 576,National Highway,India,Karnataka,Bengaluru Urban,109.95,Agricultural,2500000.00,182,In Progress,59.48,6,Partially Possessed,35.73,In Progress,46.31,68.06,0.55,High,12.925760,77.671963
LAP-0577,Deccan Transmission Line Project 577,Transmission Line,India,Bihar,Patna,152.75,Barren,2500000.00,233,In Progress,73.48,2,Partially Possessed,76.77,In Progress,84.04,36.34,0.34,Medium,25.464740,85.067963
LAP-0578,Frontier National Highway Project 578,National Highway,India,Rajasthan,Udaipur,110.16,Agricultural,2500000.00,182,In Progress,93.16,5,Partially Possessed,89.59,In Progress,87.34,27.54,0.27,Low,24.640818,73.581451
LAP-0579,Frontier Railway Corridor Project 579,Railway Corridor,India,Madhya Pradesh,Indore,62.08,Residential,2500000.00,125,Not Started,14.33,6,Partially Possessed,35.68,Not Started,34.77,90.19,0.82,High,22.642142,75.679595
LAP-0580,Greenfield Solar Park Project 580,Solar Park,India,Bihar,Muzaffarpur,78.83,Agricultural,2500000.00,136,Not Started,21.77,7,Not Possessed,29.75,In Progress,58.53,86.56,0.85,High,26.133102,85.486441
LAP-0581,Eastern Irrigation Canal Project 581,Irrigation Canal,India,Rajasthan,Jaipur,147.08,Agricultural,2500000.00,243,In Progress,57.96,4,Partially Possessed,69.62,In Progress,74.70,49.64,0.43,Medium,26.902694,75.845435
LAP-0582,Regional Solar Park Project 582,Solar Park,India,Telangana,Nalgonda,231.71,Agricultural,2500000.00,370,In Progress,77.19,4,Partially Possessed,81.51,In Progress,79.46,41.11,0.38,Medium,16.847144,79.336132
LAP-0583,Frontier Metro Rail Project 583,Metro Rail,India,Rajasthan,Udaipur,327.97,Residential,2500000.00,545,In Progress,89.29,4,Partially Possessed,80.06,In Progress,86.30,42.28,0.18,Medium,24.601294,73.559946
LAP-0584,Frontier Solar Park Project 584,Solar Park,India,Rajasthan,Jaipur,189.41,Agricultural,2500000.00,331,In Progress,63.70,4,Partially Possessed,56.74,In Progress,71.78,58.57,0.66,Medium,27.209888,75.786180
LAP-0585,National National Highway Project 585,National Highway,India,Karnataka,Mysuru,63.80,Agricultural,2500000.00,107,In Progress,77.49,4,Partially Possessed,64.90,Completed,100.00,36.43,0.53,Medium,12.087547,76.462051
LAP-0586,Samriddhi Industrial Corridor Project 586,Industrial Corridor,India,Karnataka,Bengaluru Urban,184.06,Industrial,2500000.00,321,In Progress,76.81,5,Partially Possessed,68.96,In Progress,60.92,53.34,0.59,Medium,12.960456,77.670020
LAP-0587,Regional Metro Rail Project 587,Metro Rail,India,Tamil Nadu,Chengalpattu,536.44,Residential,2500000.00,893,In Progress,70.10,2,Partially Possessed,70.75,In Progress,62.95,55.05,0.48,Medium,12.809669,79.984860
LAP-0588,Eastern Metro Rail Project 588,Metro Rail,India,Gujarat,Kutch,171.59,Residential,2500000.00,298,In Progress,62.84,1,Partially Possessed,64.39,In Progress,51.00,57.33,0.58,Medium,23.953364,69.889755
LAP-0589,National Railway Corridor Project 589,Railway Corridor,India,Madhya Pradesh,Dhar,142.16,Residential,2500000.00,247,In Progress,83.12,4,Partially Possessed,64.31,In Progress,91.38,35.40,0.37,Medium,22.523961,75.152808
LAP-0590,National Metro Rail Project 590,Metro Rail,India,Telangana,Warangal,135.01,Residential,2500000.00,223,In Progress,55.48,4,Partially Possessed,53.42,In Progress,36.69,71.48,0.65,High,17.989287,79.304688
LAP-0591,National Airport Expansion Project 591,Airport Expansion,India,Telangana,Nalgonda,400.01,Commercial,2500000.00,637,In Progress,57.56,11,Partially Possessed,48.85,In Progress,59.27,87.97,0.75,High,17.052849,79.249028
LAP-0592,Coastal Irrigation Canal Project 592,Irrigation Canal,India,Madhya Pradesh,Bhopal,143.63,Agricultural,2500000.00,242,In Progress,56.58,5,Partially Possessed,52.80,In Progress,64.91,63.39,0.38,High,23.327695,77.630717
LAP-0593,Eastern Irrigation Canal Project 593,Irrigation Canal,India,Tamil Nadu,Chengalpattu,734.56,Agricultural,2500000.00,1263,Completed,95.88,0,Partially Possessed,75.24,In Progress,88.57,26.62,0.21,Low,12.890080,79.790953
LAP-0594,Deccan Transmission Line Project 594,Transmission Line,India,Rajasthan,Jaipur,252.29,Barren,2500000.00,459,In Progress,37.84,8,Partially Possessed,49.58,In Progress,47.13,84.33,0.86,High,26.808391,75.814227
LAP-0595,Regional Irrigation Canal Project 595,Irrigation Canal,India,Maharashtra,Nashik,204.36,Agricultural,2500000.00,336,In Progress,47.00,8,Not Possessed,27.02,Not Started,33.05,84.21,0.72,High,19.950534,73.804123
LAP-0596,Frontier Transmission Line Project 596,Transmission Line,India,Madhya Pradesh,Indore,157.42,Barren,2500000.00,283,In Progress,81.45,1,Partially Possessed,91.47,In Progress,89.92,25.84,0.25,Low,22.795668,75.776094
LAP-0597,Frontier Irrigation Canal Project 597,Irrigation Canal,India,Odisha,Khordha,131.09,Agricultural,2500000.00,232,In Progress,74.10,6,Partially Possessed,80.46,In Progress,73.10,45.80,0.40,Medium,20.261046,85.723646
LAP-0598,Eastern Railway Corridor Project 598,Railway Corridor,India,Madhya Pradesh,Bhopal,428.84,Residential,2500000.00,717,In Progress,91.90,1,Partially Possessed,87.36,Completed,96.89,23.15,0.40,Low,23.344024,77.287590
LAP-0599,Deccan National Highway Project 599,National Highway,India,Madhya Pradesh,Indore,256.18,Agricultural,2500000.00,442,In Progress,81.04,3,Partially Possessed,79.54,In Progress,77.89,34.26,0.20,Medium,22.823763,75.654182
LAP-0600,Eastern National Highway Project 600,National Highway,India,Odisha,Sundargarh,266.46,Agricultural,2500000.00,429,In Progress,69.55,3,Partially Possessed,63.01,In Progress,77.61,40.80,0.46,Medium,22.010691,84.071678
LAP-0601,National Logistics Park Project 601,Logistics Park,India,Maharashtra,Nashik,85.99,Industrial,2500000.00,151,In Progress,46.80,8,Partially Possessed,47.93,In Progress,56.76,83.81,0.74,High,19.888589,74.037978
LAP-0602,Greenfield Solar Park Project 602,Solar Park,India,Rajasthan,Kota,158.53,Agricultural,2500000.00,261,In Progress,50.75,8,Partially Possessed,37.87,Not Started,34.15,84.84,0.72,High,25.327494,75.924841
